subject,classname,img,filepath,file_exists,label
p021,c2,img_25350.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c2\img_25350.jpg,True,2
p021,c2,img_87776.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c2\img_87776.jpg,True,2
p021,c2,img_78430.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c2\img_78430.jpg,True,2
p021,c2,img_29251.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c2\img_29251.jpg,True,2
p021,c2,img_69450.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c2\img_69450.jpg,True,2
p021,c2,img_14347.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c2\img_14347.jpg,True,2
p021,c2,img_53925.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c2\img_53925.jpg,True,2
p021,c2,img_23406.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c2\img_23406.jpg,True,2
p021,c2,img_61855.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c2\img_61855.jpg,True,2
p021,c2,img_86951.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c2\img_86951.jpg,True,2
p021,c2,img_80816.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c2\img_80816.jpg,True,2
p021,c2,img_83970.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c2\img_83970.jpg,True,2
p021,c2,img_62393.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c2\img_62393.jpg,True,2
p021,c2,img_31021.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c2\img_31021.jpg,True,2
p021,c2,img_63855.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c2\img_63855.jpg,True,2
p021,c2,img_65672.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c2\img_65672.jpg,True,2
p021,c2,img_63085.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c2\img_63085.jpg,True,2
p021,c2,img_16557.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c2\img_16557.jpg,True,2
p021,c2,img_77824.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c2\img_77824.jpg,True,2
p021,c2,img_8835.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c2\img_8835.jpg,True,2
p021,c2,img_28677.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c2\img_28677.jpg,True,2
p021,c2,img_74663.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c2\img_74663.jpg,True,2
p021,c2,img_84331.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c2\img_84331.jpg,True,2
p021,c2,img_6150.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c2\img_6150.jpg,True,2
p021,c2,img_67126.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c2\img_67126.jpg,True,2
p021,c2,img_40360.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c2\img_40360.jpg,True,2
p021,c2,img_83583.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c2\img_83583.jpg,True,2
p021,c2,img_57526.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c2\img_57526.jpg,True,2
p021,c2,img_37649.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c2\img_37649.jpg,True,2
p021,c3,img_28119.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c3\img_28119.jpg,True,3
p021,c3,img_50581.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c3\img_50581.jpg,True,3
p021,c3,img_21776.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c3\img_21776.jpg,True,3
p021,c3,img_55972.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c3\img_55972.jpg,True,3
p021,c3,img_29207.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c3\img_29207.jpg,True,3
p021,c3,img_10928.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c3\img_10928.jpg,True,3
p021,c3,img_94970.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c3\img_94970.jpg,True,3
p021,c3,img_58768.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c3\img_58768.jpg,True,3
p021,c3,img_97716.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c3\img_97716.jpg,True,3
p021,c3,img_46071.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c3\img_46071.jpg,True,3
p021,c3,img_74883.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c3\img_74883.jpg,True,3
p021,c3,img_22968.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c3\img_22968.jpg,True,3
p021,c3,img_93481.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c3\img_93481.jpg,True,3
p021,c3,img_12718.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c3\img_12718.jpg,True,3
p021,c3,img_70305.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c3\img_70305.jpg,True,3
p021,c3,img_18677.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c3\img_18677.jpg,True,3
p021,c3,img_67926.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c3\img_67926.jpg,True,3
p021,c3,img_31583.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c3\img_31583.jpg,True,3
p021,c3,img_50539.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c3\img_50539.jpg,True,3
p021,c3,img_75733.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c3\img_75733.jpg,True,3
p021,c3,img_41820.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c3\img_41820.jpg,True,3
p021,c3,img_94042.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c3\img_94042.jpg,True,3
p021,c3,img_90854.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c3\img_90854.jpg,True,3
p021,c3,img_58975.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c3\img_58975.jpg,True,3
p021,c3,img_52695.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c3\img_52695.jpg,True,3
p021,c3,img_64294.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c3\img_64294.jpg,True,3
p021,c3,img_8363.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c3\img_8363.jpg,True,3
p021,c3,img_94379.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c3\img_94379.jpg,True,3
p021,c3,img_66234.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c3\img_66234.jpg,True,3
p021,c3,img_59116.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c3\img_59116.jpg,True,3
p021,c3,img_51582.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c3\img_51582.jpg,True,3
p021,c3,img_101757.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c3\img_101757.jpg,True,3
p021,c3,img_10879.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c3\img_10879.jpg,True,3
p021,c3,img_49058.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c3\img_49058.jpg,True,3
p021,c3,img_77765.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c3\img_77765.jpg,True,3
p021,c3,img_68634.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c3\img_68634.jpg,True,3
p021,c3,img_43787.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c3\img_43787.jpg,True,3
p021,c3,img_62680.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c3\img_62680.jpg,True,3
p021,c3,img_14564.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c3\img_14564.jpg,True,3
p021,c3,img_13512.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c3\img_13512.jpg,True,3
p021,c3,img_18390.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c3\img_18390.jpg,True,3
p021,c3,img_58215.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c3\img_58215.jpg,True,3
p021,c3,img_87603.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c3\img_87603.jpg,True,3
p021,c3,img_11677.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c3\img_11677.jpg,True,3
p021,c3,img_90960.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c3\img_90960.jpg,True,3
p021,c3,img_91052.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c3\img_91052.jpg,True,3
p021,c3,img_99551.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c3\img_99551.jpg,True,3
p021,c3,img_12248.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c3\img_12248.jpg,True,3
p021,c3,img_2115.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c3\img_2115.jpg,True,3
p021,c3,img_22676.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c3\img_22676.jpg,True,3
p021,c3,img_65301.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c3\img_65301.jpg,True,3
p021,c3,img_42123.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c3\img_42123.jpg,True,3
p021,c3,img_101014.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c3\img_101014.jpg,True,3
p021,c3,img_13240.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c3\img_13240.jpg,True,3
p021,c3,img_72989.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c3\img_72989.jpg,True,3
p021,c3,img_50402.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c3\img_50402.jpg,True,3
p021,c3,img_97911.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c3\img_97911.jpg,True,3
p021,c3,img_93642.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c3\img_93642.jpg,True,3
p021,c3,img_3342.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c3\img_3342.jpg,True,3
p021,c3,img_19754.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c3\img_19754.jpg,True,3
p021,c3,img_73505.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c3\img_73505.jpg,True,3
p021,c3,img_23883.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c3\img_23883.jpg,True,3
p021,c3,img_99374.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c3\img_99374.jpg,True,3
p021,c3,img_39063.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c3\img_39063.jpg,True,3
p021,c3,img_43646.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c3\img_43646.jpg,True,3
p021,c3,img_1329.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c3\img_1329.jpg,True,3
p021,c3,img_18746.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c3\img_18746.jpg,True,3
p021,c3,img_73031.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c3\img_73031.jpg,True,3
p021,c3,img_43833.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c3\img_43833.jpg,True,3
p021,c3,img_41297.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c3\img_41297.jpg,True,3
p021,c3,img_25151.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c3\img_25151.jpg,True,3
p021,c3,img_68154.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c3\img_68154.jpg,True,3
p021,c3,img_18702.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c3\img_18702.jpg,True,3
p021,c3,img_30072.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c3\img_30072.jpg,True,3
p021,c3,img_79079.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c3\img_79079.jpg,True,3
p021,c3,img_44864.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c3\img_44864.jpg,True,3
p021,c3,img_40456.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c3\img_40456.jpg,True,3
p021,c3,img_91551.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c3\img_91551.jpg,True,3
p021,c3,img_59255.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c3\img_59255.jpg,True,3
p021,c3,img_87086.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c3\img_87086.jpg,True,3
p021,c3,img_30514.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c3\img_30514.jpg,True,3
p021,c3,img_77361.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c3\img_77361.jpg,True,3
p021,c3,img_101805.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c3\img_101805.jpg,True,3
p021,c3,img_98066.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c3\img_98066.jpg,True,3
p021,c3,img_91214.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c3\img_91214.jpg,True,3
p021,c3,img_96363.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c3\img_96363.jpg,True,3
p021,c3,img_9812.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c3\img_9812.jpg,True,3
p021,c3,img_68978.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c3\img_68978.jpg,True,3
p021,c3,img_52622.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c3\img_52622.jpg,True,3
p021,c3,img_43835.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c3\img_43835.jpg,True,3
p021,c3,img_42902.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c3\img_42902.jpg,True,3
p021,c3,img_31586.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c3\img_31586.jpg,True,3
p021,c3,img_8832.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c3\img_8832.jpg,True,3
p021,c3,img_39528.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c3\img_39528.jpg,True,3
p021,c3,img_86203.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c3\img_86203.jpg,True,3
p021,c3,img_79626.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c3\img_79626.jpg,True,3
p021,c3,img_101993.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c3\img_101993.jpg,True,3
p021,c3,img_15799.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c3\img_15799.jpg,True,3
p021,c3,img_63934.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c3\img_63934.jpg,True,3
p021,c3,img_29533.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c3\img_29533.jpg,True,3
p021,c3,img_45469.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c3\img_45469.jpg,True,3
p021,c3,img_77025.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c3\img_77025.jpg,True,3
p021,c3,img_40419.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c3\img_40419.jpg,True,3
p021,c3,img_38942.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c3\img_38942.jpg,True,3
p021,c3,img_100041.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c3\img_100041.jpg,True,3
p021,c3,img_42148.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c3\img_42148.jpg,True,3
p021,c3,img_65524.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c3\img_65524.jpg,True,3
p021,c3,img_86136.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c3\img_86136.jpg,True,3
p021,c3,img_9699.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c3\img_9699.jpg,True,3
p021,c3,img_101477.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c3\img_101477.jpg,True,3
p021,c3,img_53574.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c3\img_53574.jpg,True,3
p021,c3,img_43041.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c3\img_43041.jpg,True,3
p021,c3,img_58508.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c3\img_58508.jpg,True,3
p021,c3,img_84880.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c3\img_84880.jpg,True,3
p021,c3,img_46508.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c3\img_46508.jpg,True,3
p021,c3,img_80475.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c3\img_80475.jpg,True,3
p021,c3,img_43159.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c3\img_43159.jpg,True,3
p021,c3,img_90965.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c3\img_90965.jpg,True,3
p021,c3,img_38733.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c3\img_38733.jpg,True,3
p021,c3,img_58909.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c3\img_58909.jpg,True,3
p021,c3,img_99341.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c3\img_99341.jpg,True,3
p021,c3,img_80440.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c3\img_80440.jpg,True,3
p021,c3,img_32892.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c3\img_32892.jpg,True,3
p021,c3,img_38933.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c3\img_38933.jpg,True,3
p021,c3,img_77122.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c3\img_77122.jpg,True,3
p021,c3,img_20185.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c3\img_20185.jpg,True,3
p021,c3,img_4518.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c3\img_4518.jpg,True,3
p021,c3,img_1645.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c3\img_1645.jpg,True,3
p021,c4,img_82324.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c4\img_82324.jpg,True,4
p021,c4,img_57590.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c4\img_57590.jpg,True,4
p021,c4,img_48761.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c4\img_48761.jpg,True,4
p021,c4,img_62517.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c4\img_62517.jpg,True,4
p021,c4,img_18367.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c4\img_18367.jpg,True,4
p021,c4,img_84831.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c4\img_84831.jpg,True,4
p021,c4,img_44439.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c4\img_44439.jpg,True,4
p021,c4,img_37653.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c4\img_37653.jpg,True,4
p021,c4,img_78820.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c4\img_78820.jpg,True,4
p021,c4,img_4391.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c4\img_4391.jpg,True,4
p021,c4,img_5759.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c4\img_5759.jpg,True,4
p021,c4,img_41172.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c4\img_41172.jpg,True,4
p021,c4,img_7498.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c4\img_7498.jpg,True,4
p021,c4,img_92859.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c4\img_92859.jpg,True,4
p021,c4,img_94964.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c4\img_94964.jpg,True,4
p021,c4,img_32444.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c4\img_32444.jpg,True,4
p021,c4,img_86806.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c4\img_86806.jpg,True,4
p021,c4,img_58937.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c4\img_58937.jpg,True,4
p021,c4,img_11897.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c4\img_11897.jpg,True,4
p021,c4,img_5603.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c4\img_5603.jpg,True,4
p021,c4,img_51356.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c4\img_51356.jpg,True,4
p021,c4,img_54661.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c4\img_54661.jpg,True,4
p021,c4,img_19660.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c4\img_19660.jpg,True,4
p021,c4,img_52106.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c4\img_52106.jpg,True,4
p021,c4,img_61494.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c4\img_61494.jpg,True,4
p021,c4,img_35451.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c4\img_35451.jpg,True,4
p021,c4,img_5014.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c4\img_5014.jpg,True,4
p021,c4,img_59035.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c4\img_59035.jpg,True,4
p021,c4,img_61983.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c4\img_61983.jpg,True,4
p021,c4,img_62318.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c4\img_62318.jpg,True,4
p021,c4,img_66120.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c4\img_66120.jpg,True,4
p021,c4,img_75515.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c4\img_75515.jpg,True,4
p021,c4,img_90820.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c4\img_90820.jpg,True,4
p021,c4,img_88726.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c4\img_88726.jpg,True,4
p021,c4,img_67738.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c4\img_67738.jpg,True,4
p021,c4,img_86916.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c4\img_86916.jpg,True,4
p021,c4,img_43293.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c4\img_43293.jpg,True,4
p021,c4,img_32517.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c4\img_32517.jpg,True,4
p021,c4,img_6730.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c4\img_6730.jpg,True,4
p021,c4,img_48472.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c4\img_48472.jpg,True,4
p021,c4,img_15184.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c4\img_15184.jpg,True,4
p021,c4,img_69473.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c4\img_69473.jpg,True,4
p021,c4,img_15721.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c4\img_15721.jpg,True,4
p021,c4,img_98481.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c4\img_98481.jpg,True,4
p021,c4,img_29879.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c4\img_29879.jpg,True,4
p021,c4,img_98932.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c4\img_98932.jpg,True,4
p021,c4,img_6004.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c4\img_6004.jpg,True,4
p021,c4,img_14593.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c4\img_14593.jpg,True,4
p021,c4,img_5442.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c4\img_5442.jpg,True,4
p021,c4,img_71201.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c4\img_71201.jpg,True,4
p021,c4,img_10794.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c4\img_10794.jpg,True,4
p021,c4,img_22075.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c4\img_22075.jpg,True,4
p021,c4,img_494.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c4\img_494.jpg,True,4
p021,c4,img_85514.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c4\img_85514.jpg,True,4
p021,c4,img_79904.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c4\img_79904.jpg,True,4
p021,c4,img_28055.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c4\img_28055.jpg,True,4
p021,c4,img_33134.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c4\img_33134.jpg,True,4
p021,c4,img_76399.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c4\img_76399.jpg,True,4
